"model.id","tissue","tissue.name","patient.id","drug"
"X.056.LJ16.trab","X.056.LJ16.trab","GC","Gastric Cancer","X-056","LJM716 + trastuzumab"
"X.056.LL71","X.056.LL71","GC","Gastric Cancer","X-056","LLM871"
"X.056.trab","X.056.trab","GC","Gastric Cancer","X-056","trastuzumab"
"X.056.uned","X.056.uned","GC","Gastric Cancer","X-056","untreated"
"X.057.BG98","X.057.BG98","GC","Gastric Cancer","X-057","BGJ398"
"X.057.biib","X.057.biib","GC","Gastric Cancer","X-057","binimetinib"
"X.057.BK20","X.057.BK20","GC","Gastric Cancer","X-057","BKM120"
"X.057.BY19","X.057.BY19","GC","Gastric Cancer","X-057","BYL719"
"X.057.BY19.HS90","X.057.BY19.HS90","GC","Gastric Cancer","X-057","BYL719 + HSP990"
"X.057.BY19.LJ16","X.057.BY19.LJ16","GC","Gastric Cancer","X-057","BYL719 + LJM716"
"X.057.CL57","X.057.CL57","GC","Gastric Cancer","X-057","CLR457"
"X.057.evus","X.057.evus","GC","Gastric Cancer","X-057","everolimus"
"X.057.fiab","X.057.fiab","GC","Gastric Cancer","X-057","figitumumab"
"X.057.HD01","X.057.HD01","GC","Gastric Cancer","X-057","HDM201"
"X.057.HS90","X.057.HS90","GC","Gastric Cancer","X-057","HSP990"
"X.057.IN80","X.057.IN80","GC","Gastric Cancer","X-057","INC280"
"X.057.IN80.trab","X.057.IN80.trab","GC","Gastric Cancer","X-057","INC280 + trastuzumab"
"X.057.LE11","X.057.LE11","GC","Gastric Cancer","X-057","LEE011"
"X.057.LE11.evus","X.057.LE11.evus","GC","Gastric Cancer","X-057","LEE011 + everolimus"
"X.057.LJ16","X.057.LJ16","GC","Gastric Cancer","X-057","LJM716"
"X.057.LJ16.trab","X.057.LJ16.trab","GC","Gastric Cancer","X-057","LJM716 + trastuzumab"
"X.057.LL71","X.057.LL71","GC","Gastric Cancer","X-057","LLM871"
"X.057.trab","X.057.trab","GC","Gastric Cancer","X-057","trastuzumab"
"X.064.BG98","X.064.BG98","GC","Gastric Cancer","X-064","BGJ398"
"X.064.biib","X.064.biib","GC","Gastric Cancer","X-064","binimetinib"
"X.064.BK20","X.064.BK20","GC","Gastric Cancer","X-064","BKM120"
"X.064.BY19","X.064.BY19","GC","Gastric Cancer","X-064","BYL719"
"X.064.BY19.HS90","X.064.BY19.HS90","GC","Gastric Cancer","X-064","BYL719 + HSP990"
"X.064.BY19.LJ16","X.064.BY19.LJ16","GC","Gastric Cancer","X-064","BYL719 + LJM716"
"X.064.CL57","X.064.CL57","GC","Gastric Cancer","X-064","CLR457"
"X.064.evus","X.064.evus","GC","Gastric Cancer","X-064","everolimus"
"X.064.fiab","X.064.fiab","GC","Gastric Cancer","X-064","figitumumab"
"X.064.HD01","X.064.HD01","GC","Gastric Cancer","X-064","HDM201"
"X.064.HS90","X.064.HS90","GC","Gastric Cancer","X-064","HSP990"
"X.064.IN80","X.064.IN80","GC","Gastric Cancer","X-064","INC280"
"X.064.IN80.trab","X.064.IN80.trab","GC","Gastric Cancer","X-064","INC280 + trastuzumab"
"X.064.LE11","X.064.LE11","GC","Gastric Cancer","X-064","LEE011"
"X.064.LE11.evus","X.064.LE11.evus","GC","Gastric Cancer","X-064","LEE011 + everolimus"
"X.064.LJ16","X.064.LJ16","GC","Gastric Cancer","X-064","LJM716"
"X.064.LJ16.trab","X.064.LJ16.trab","GC","Gastric Cancer","X-064","LJM716 + trastuzumab"
"X.064.LL71","X.064.LL71","GC","Gastric Cancer","X-064","LLM871"
"X.064.trab","X.064.trab","GC","Gastric Cancer","X-064","trastuzumab"
"X.065.BG98","X.065.BG98","GC","Gastric Cancer","X-065","BGJ398"
"X.065.biib","X.065.biib","GC","Gastric Cancer","X-065","binimetinib"
"X.065.BK20","X.065.BK20","GC","Gastric Cancer","X-065","BKM120"
"X.065.BY19","X.065.BY19","GC","Gastric Cancer","X-065","BYL719"
"X.065.BY19.HS90","X.065.BY19.HS90","GC","Gastric Cancer","X-065","BYL719 + HSP990"
"X.065.BY19.LJ16","X.065.BY19.LJ16","GC","Gastric Cancer","X-065","BYL719 + LJM716"
"X.065.CL57","X.065.CL57","GC","Gastric Cancer","X-065","CLR457"
"X.065.evus","X.065.evus","GC","Gastric Cancer","X-065","everolimus"
"X.065.fiab","X.065.fiab","GC","Gastric Cancer","X-065","figitumumab"
"X.065.HD01","X.065.HD01","GC","Gastric Cancer","X-065","HDM201"
"X.065.HS90","X.065.HS90","GC","Gastric Cancer","X-065","HSP990"
"X.065.IN80","X.065.IN80","GC","Gastric Cancer","X-065","INC280"
"X.065.IN80.trab","X.065.IN80.trab","GC","Gastric Cancer","X-065","INC280 + trastuzumab"
"X.065.LE11","X.065.LE11","GC","Gastric Cancer","X-065","LEE011"
"X.065.LE11.evus","X.065.LE11.evus","GC","Gastric Cancer","X-065","LEE011 + everolimus"
"X.065.LJ16","X.065.LJ16","GC","Gastric Cancer","X-065","LJM716"
"X.065.LJ16.trab","X.065.LJ16.trab","GC","Gastric Cancer","X-065","LJM716 + trastuzumab"
"X.065.LL71","X.065.LL71","GC","Gastric Cancer","X-065","LLM871"
"X.065.trab","X.065.trab","GC","Gastric Cancer","X-065","trastuzumab"
"X.065.uned","X.065.uned","GC","Gastric Cancer","X-065","untreated"
"X.067.BG98","X.067.BG98","GC","Gastric Cancer","X-067","BGJ398"
"X.067.biib","X.067.biib","GC","Gastric Cancer","X-067","binimetinib"
"X.067.BK20","X.067.BK20","GC","Gastric Cancer","X-067","BKM120"
"X.067.BY19","X.067.BY19","GC","Gastric Cancer","X-067","BYL719"
"X.067.BY19.HS90","X.067.BY19.HS90","GC","Gastric Cancer","X-067","BYL719 + HSP990"
"X.067.BY19.LJ16","X.067.BY19.LJ16","GC","Gastric Cancer","X-067","BYL719 + LJM716"
"X.067.CL57","X.067.CL57","GC","Gastric Cancer","X-067","CLR457"
"X.067.evus","X.067.evus","GC","Gastric Cancer","X-067","everolimus"
"X.067.fiab","X.067.fiab","GC","Gastric Cancer","X-067","figitumumab"
"X.067.HD01","X.067.HD01","GC","Gastric Cancer","X-067","HDM201"
"X.067.HS90","X.067.HS90","GC","Gastric Cancer","X-067","HSP990"
"X.067.IN80","X.067.IN80","GC","Gastric Cancer","X-067","INC280"
"X.067.IN80.trab","X.067.IN80.trab","GC","Gastric Cancer","X-067","INC280 + trastuzumab"
"X.067.LE11","X.067.LE11","GC","Gastric Cancer","X-067","LEE011"
"X.067.LE11.evus","X.067.LE11.evus","GC","Gastric Cancer","X-067","LEE011 + everolimus"
"X.067.LJ16","X.067.LJ16","GC","Gastric Cancer","X-067","LJM716"
"X.067.LJ16.trab","X.067.LJ16.trab","GC","Gastric Cancer","X-067","LJM716 + trastuzumab"
"X.067.LL71","X.067.LL71","GC","Gastric Cancer","X-067","LLM871"
"X.067.trab","X.067.trab","GC","Gastric Cancer","X-067","trastuzumab"
"X.074.BY19","X.074.BY19","GC","Gastric Cancer","X-074","BYL719"
"X.074.BY19.HS90","X.074.BY19.HS90","GC","Gastric Cancer","X-074","BYL719 + HSP990"
"X.074.BY19.LJ16","X.074.BY19.LJ16","GC","Gastric Cancer","X-074","BYL719 + LJM716"
"X.074.evus","X.074.evus","GC","Gastric Cancer","X-074","everolimus"
"X.074.HS90","X.074.HS90","GC","Gastric Cancer","X-074","HSP990"
"X.074.LE11","X.074.LE11","GC","Gastric Cancer","X-074","LEE011"
"X.074.LE11.evus","X.074.LE11.evus","GC","Gastric Cancer","X-074","LEE011 + everolimus"
"X.074.LJ16","X.074.LJ16","GC","Gastric Cancer","X-074","LJM716"
"X.074.uned","X.074.uned","GC","Gastric Cancer","X-074","untreated"
"X.075.BG98","X.075.BG98","GC","Gastric Cancer","X-075","BGJ398"
"X.075.biib","X.075.biib","GC","Gastric Cancer","X-075","binimetinib"
"X.075.BK20","X.075.BK20","GC","Gastric Cancer","X-075","BKM120"
"X.075.BY19","X.075.BY19","GC","Gastric Cancer","X-075","BYL719"
"X.075.BY19.HS90","X.075.BY19.HS90","GC","Gastric Cancer","X-075","BYL719 + HSP990"
"X.075.BY19.LJ16","X.075.BY19.LJ16","GC","Gastric Cancer","X-075","BYL719 + LJM716"
"X.075.CL57","X.075.CL57","GC","Gastric Cancer","X-075","CLR457"
"X.075.evus","X.075.evus","GC","Gastric Cancer","X-075","everolimus"
"X.075.fiab","X.075.fiab","GC","Gastric Cancer","X-075","figitumumab"
"X.075.HD01","X.075.HD01","GC","Gastric Cancer","X-075","HDM201"
"X.075.HS90","X.075.HS90","GC","Gastric Cancer","X-075","HSP990"
"X.075.IN80","X.075.IN80","GC","Gastric Cancer","X-075","INC280"
"X.075.IN80.trab","X.075.IN80.trab","GC","Gastric Cancer","X-075","INC280 + trastuzumab"
"X.075.LE11","X.075.LE11","GC","Gastric Cancer","X-075","LEE011"
"X.075.LE11.evus","X.075.LE11.evus","GC","Gastric Cancer","X-075","LEE011 + everolimus"
"X.075.LJ16","X.075.LJ16","GC","Gastric Cancer","X-075","LJM716"
"X.075.LJ16.trab","X.075.LJ16.trab","GC","Gastric Cancer","X-075","LJM716 + trastuzumab"
"X.075.LL71","X.075.LL71","GC","Gastric Cancer","X-075","LLM871"
"X.075.trab","X.075.trab","GC","Gastric Cancer","X-075","trastuzumab"
"X.077.BG98","X.077.BG98","GC","Gastric Cancer","X-077","BGJ398"
"X.077.biib","X.077.biib","GC","Gastric Cancer","X-077","binimetinib"
"X.077.BK20","X.077.BK20","GC","Gastric Cancer","X-077","BKM120"
"X.077.BY19","X.077.BY19","GC","Gastric Cancer","X-077","BYL719"
"X.077.BY19.HS90","X.077.BY19.HS90","GC","Gastric Cancer","X-077","BYL719 + HSP990"
"X.077.BY19.LJ16","X.077.BY19.LJ16","GC","Gastric Cancer","X-077","BYL719 + LJM716"
"X.077.CL57","X.077.CL57","GC","Gastric Cancer","X-077","CLR457"
"X.077.evus","X.077.evus","GC","Gastric Cancer","X-077","everolimus"
"X.077.fiab","X.077.fiab","GC","Gastric Cancer","X-077","figitumumab"
"X.077.HD01","X.077.HD01","GC","Gastric Cancer","X-077","HDM201"
"X.077.HS90","X.077.HS90","GC","Gastric Cancer","X-077","HSP990"
"X.077.IN80","X.077.IN80","GC","Gastric Cancer","X-077","INC280"
"X.077.IN80.trab","X.077.IN80.trab","GC","Gastric Cancer","X-077","INC280 + trastuzumab"
"X.077.LE11","X.077.LE11","GC","Gastric Cancer","X-077","LEE011"
"X.077.LE11.evus","X.077.LE11.evus","GC","Gastric Cancer","X-077","LEE011 + everolimus"
"X.077.LJ16","X.077.LJ16","GC","Gastric Cancer","X-077","LJM716"
"X.077.LJ16.trab","X.077.LJ16.trab","GC","Gastric Cancer","X-077","LJM716 + trastuzumab"
"X.077.trab","X.077.trab","GC","Gastric Cancer","X-077","trastuzumab"
"X.077.uned","X.077.uned","GC","Gastric Cancer","X-077","untreated"
"X.078.BY19","X.078.BY19","GC","Gastric Cancer","X-078","BYL719"
"X.078.BY19.HS90","X.078.BY19.HS90","GC","Gastric Cancer","X-078","BYL719 + HSP990"
"X.078.BY19.LJ16","X.078.BY19.LJ16","GC","Gastric Cancer","X-078","BYL719 + LJM716"
"X.078.evus","X.078.evus","GC","Gastric Cancer","X-078","everolimus"
"X.078.HS90","X.078.HS90","GC","Gastric Cancer","X-078","HSP990"
"X.078.LE11","X.078.LE11","GC","Gastric Cancer","X-078","LEE011"
"X.078.LE11.evus","X.078.LE11.evus","GC","Gastric Cancer","X-078","LEE011 + everolimus"
"X.078.LJ16","X.078.LJ16","GC","Gastric Cancer","X-078","LJM716"
"X.078.uned","X.078.uned","GC","Gastric Cancer","X-078","untreated"
"X.084.BG98","X.084.BG98","GC","Gastric Cancer","X-084","BGJ398"
"X.084.biib","X.084.biib","GC","Gastric Cancer","X-084","binimetinib"
"X.084.BK20","X.084.BK20","GC","Gastric Cancer","X-084","BKM120"
"X.084.BY19","X.084.BY19","GC","Gastric Cancer","X-084","BYL719"
"X.084.BY19.HS90","X.084.BY19.HS90","GC","Gastric Cancer","X-084","BYL719 + HSP990"
"X.084.BY19.LJ16","X.084.BY19.LJ16","GC","Gastric Cancer","X-084","BYL719 + LJM716"
"X.084.CL57","X.084.CL57","GC","Gastric Cancer","X-084","CLR457"
"X.084.evus","X.084.evus","GC","Gastric Cancer","X-084","everolimus"
"X.084.fiab","X.084.fiab","GC","Gastric Cancer","X-084","figitumumab"
"X.084.HD01","X.084.HD01","GC","Gastric Cancer","X-084","HDM201"
"X.084.HS90","X.084.HS90","GC","Gastric Cancer","X-084","HSP990"
"X.084.IN80","X.084.IN80","GC","Gastric Cancer","X-084","INC280"
"X.084.IN80.trab","X.084.IN80.trab","GC","Gastric Cancer","X-084","INC280 + trastuzumab"
"X.084.LE11","X.084.LE11","GC","Gastric Cancer","X-084","LEE011"
"X.084.LE11.evus","X.084.LE11.evus","GC","Gastric Cancer","X-084","LEE011 + everolimus"
"X.084.LJ16","X.084.LJ16","GC","Gastric Cancer","X-084","LJM716"
"X.084.LJ16.trab","X.084.LJ16.trab","GC","Gastric Cancer","X-084","LJM716 + trastuzumab"
"X.084.LL71","X.084.LL71","GC","Gastric Cancer","X-084","LLM871"
"X.084.trab","X.084.trab","GC","Gastric Cancer","X-084","trastuzumab"
"X.089.BG98","X.089.BG98","GC","Gastric Cancer","X-089","BGJ398"
"X.089.biib","X.089.biib","GC","Gastric Cancer","X-089","binimetinib"
"X.089.BK20","X.089.BK20","GC","Gastric Cancer","X-089","BKM120"
"X.089.BY19","X.089.BY19","GC","Gastric Cancer","X-089","BYL719"
"X.089.BY19.HS90","X.089.BY19.HS90","GC","Gastric Cancer","X-089","BYL719 + HSP990"
"X.089.evus","X.089.evus","GC","Gastric Cancer","X-089","everolimus"
"X.089.fiab","X.089.fiab","GC","Gastric Cancer","X-089","figitumumab"
"X.089.HD01","X.089.HD01","GC","Gastric Cancer","X-089","HDM201"
"X.089.HS90","X.089.HS90","GC","Gastric Cancer","X-089","HSP990"
"X.089.LE11","X.089.LE11","GC","Gastric Cancer","X-089","LEE011"
"X.089.LE11.evus","X.089.LE11.evus","GC","Gastric Cancer","X-089","LEE011 + everolimus"
"X.089.LJ16","X.089.LJ16","GC","Gastric Cancer","X-089","LJM716"
"X.089.LJ16.trab","X.089.LJ16.trab","GC","Gastric Cancer","X-089","LJM716 + trastuzumab"
"X.089.LL71","X.089.LL71","GC","Gastric Cancer","X-089","LLM871"
"X.089.trab","X.089.trab","GC","Gastric Cancer","X-089","trastuzumab"
"X.090.BG98","X.090.BG98","GC","Gastric Cancer","X-090","BGJ398"
"X.090.biib","X.090.biib","GC","Gastric Cancer","X-090","binimetinib"
"X.090.BK20","X.090.BK20","GC","Gastric Cancer","X-090","BKM120"
"X.090.BY19","X.090.BY19","GC","Gastric Cancer","X-090","BYL719"
"X.090.BY19.HS90","X.090.BY19.HS90","GC","Gastric Cancer","X-090","BYL719 + HSP990"
"X.090.BY19.LJ16","X.090.BY19.LJ16","GC","Gastric Cancer","X-090","BYL719 + LJM716"
"X.090.CL57","X.090.CL57","GC","Gastric Cancer","X-090","CLR457"
"X.090.evus","X.090.evus","GC","Gastric Cancer","X-090","everolimus"
"X.090.fiab","X.090.fiab","GC","Gastric Cancer","X-090","figitumumab"
"X.090.HD01","X.090.HD01","GC","Gastric Cancer","X-090","HDM201"
"X.090.HS90","X.090.HS90","GC","Gastric Cancer","X-090","HSP990"
"X.090.IN80","X.090.IN80","GC","Gastric Cancer","X-090","INC280"
"X.090.IN80.trab","X.090.IN80.trab","GC","Gastric Cancer","X-090","INC280 + trastuzumab"
"X.090.LE11","X.090.LE11","GC","Gastric Cancer","X-090","LEE011"
"X.090.LE11.evus","X.090.LE11.evus","GC","Gastric Cancer","X-090","LEE011 + everolimus"
"X.090.LJ16","X.090.LJ16","GC","Gastric Cancer","X-090","LJM716"
"X.090.LJ16.trab","X.090.LJ16.trab","GC","Gastric Cancer","X-090","LJM716 + trastuzumab"
"X.090.LL71","X.090.LL71","GC","Gastric Cancer","X-090","LLM871"
"X.090.trab","X.090.trab","GC","Gastric Cancer","X-090","trastuzumab"
"X.091.BG98","X.091.BG98","GC","Gastric Cancer","X-091","BGJ398"
"X.091.biib","X.091.biib","GC","Gastric Cancer","X-091","binimetinib"
"X.091.BK20","X.091.BK20","GC","Gastric Cancer","X-091","BKM120"
"X.091.BY19","X.091.BY19","GC","Gastric Cancer","X-091","BYL719"
"X.091.BY19.HS90","X.091.BY19.HS90","GC","Gastric Cancer","X-091","BYL719 + HSP990"
"X.091.BY19.LJ16","X.091.BY19.LJ16","GC","Gastric Cancer","X-091","BYL719 + LJM716"
"X.091.CL57","X.091.CL57","GC","Gastric Cancer","X-091","CLR457"
"X.091.evus","X.091.evus","GC","Gastric Cancer","X-091","everolimus"
"X.091.fiab","X.091.fiab","GC","Gastric Cancer","X-091","figitumumab"
"X.091.HD01","X.091.HD01","GC","Gastric Cancer","X-091","HDM201"
"X.091.HS90","X.091.HS90","GC","Gastric Cancer","X-091","HSP990"
"X.091.IN80","X.091.IN80","GC","Gastric Cancer","X-091","INC280"
"X.091.IN80.trab","X.091.IN80.trab","GC","Gastric Cancer","X-091","INC280 + trastuzumab"
"X.091.LE11","X.091.LE11","GC","Gastric Cancer","X-091","LEE011"
"X.091.LE11.evus","X.091.LE11.evus","GC","Gastric Cancer","X-091","LEE011 + everolimus"
"X.091.LJ16","X.091.LJ16","GC","Gastric Cancer","X-091","LJM716"
"X.091.LJ16.trab","X.091.LJ16.trab","GC","Gastric Cancer","X-091","LJM716 + trastuzumab"
"X.091.LL71","X.091.LL71","GC","Gastric Cancer","X-091","LLM871"
"X.091.trab","X.091.trab","GC","Gastric Cancer","X-091","trastuzumab"
"X.091.uned","X.091.uned","GC","Gastric Cancer","X-091","untreated"
"X.096.BG98","X.096.BG98","GC","Gastric Cancer","X-096","BGJ398"
"X.096.biib","X.096.biib","GC","Gastric Cancer","X-096","binimetinib"
"X.096.BY19","X.096.BY19","GC","Gastric Cancer","X-096","BYL719"
"X.096.BY19.HS90","X.096.BY19.HS90","GC","Gastric Cancer","X-096","BYL719 + HSP990"
"X.096.BY19.LJ16","X.096.BY19.LJ16","GC","Gastric Cancer","X-096","BYL719 + LJM716"
"X.096.CL57","X.096.CL57","GC","Gastric Cancer","X-096","CLR457"
"X.096.evus","X.096.evus","GC","Gastric Cancer","X-096","everolimus"
"X.096.fiab","X.096.fiab","GC","Gastric Cancer","X-096","figitumumab"
"X.096.HD01","X.096.HD01","GC","Gastric Cancer","X-096","HDM201"
"X.096.HS90","X.096.HS90","GC","Gastric Cancer","X-096","HSP990"
"X.096.IN80","X.096.IN80","GC","Gastric Cancer","X-096","INC280"
"X.096.IN80.trab","X.096.IN80.trab","GC","Gastric Cancer","X-096","INC280 + trastuzumab"
"X.096.LE11","X.096.LE11","GC","Gastric Cancer","X-096","LEE011"
"X.096.LE11.evus","X.096.LE11.evus","GC","Gastric Cancer","X-096","LEE011 + everolimus"
"X.096.LJ16","X.096.LJ16","GC","Gastric Cancer","X-096","LJM716"
"X.096.LJ16.trab","X.096.LJ16.trab","GC","Gastric Cancer","X-096","LJM716 + trastuzumab"
"X.096.LL71","X.096.LL71","GC","Gastric Cancer","X-096","LLM871"
"X.096.trab","X.096.trab","GC","Gastric Cancer","X-096","trastuzumab"
"X.096.uned","X.096.uned","GC","Gastric Cancer","X-096","untreated"
"X.097.BG98","X.097.BG98","GC","Gastric Cancer","X-097","BGJ398"
"X.097.biib","X.097.biib","GC","Gastric Cancer","X-097","binimetinib"
"X.097.BK20","X.097.BK20","GC","Gastric Cancer","X-097","BKM120"
"X.097.BY19","X.097.BY19","GC","Gastric Cancer","X-097","BYL719"
"X.097.BY19.HS90","X.097.BY19.HS90","GC","Gastric Cancer","X-097","BYL719 + HSP990"
"X.097.BY19.LJ16","X.097.BY19.LJ16","GC","Gastric Cancer","X-097","BYL719 + LJM716"
"X.097.CL57","X.097.CL57","GC","Gastric Cancer","X-097","CLR457"
"X.097.evus","X.097.evus","GC","Gastric Cancer","X-097","everolimus"
"X.097.fiab","X.097.fiab","GC","Gastric Cancer","X-097","figitumumab"
"X.097.HD01","X.097.HD01","GC","Gastric Cancer","X-097","HDM201"
"X.097.HS90","X.097.HS90","GC","Gastric Cancer","X-097","HSP990"
"X.097.IN80","X.097.IN80","GC","Gastric Cancer","X-097","INC280"
"X.097.IN80.trab","X.097.IN80.trab","GC","Gastric Cancer","X-097","INC280 + trastuzumab"
"X.097.LE11","X.097.LE11","GC","Gastric Cancer","X-097","LEE011"
"X.097.LE11.evus","X.097.LE11.evus","GC","Gastric Cancer","X-097","LEE011 + everolimus"
"X.097.LJ16","X.097.LJ16","GC","Gastric Cancer","X-097","LJM716"
"X.097.LJ16.trab","X.097.LJ16.trab","GC","Gastric Cancer","X-097","LJM716 + trastuzumab"
"X.097.LL71","X.097.LL71","GC","Gastric Cancer","X-097","LLM871"
"X.097.trab","X.097.trab","GC","Gastric Cancer","X-097","trastuzumab"
"X.098.BG98","X.098.BG98","GC","Gastric Cancer","X-098","BGJ398"
"X.098.biib","X.098.biib","GC","Gastric Cancer","X-098","binimetinib"
"X.098.BK20","X.098.BK20","GC","Gastric Cancer","X-098","BKM120"
"X.098.BY19","X.098.BY19","GC","Gastric Cancer","X-098","BYL719"
"X.098.BY19.HS90","X.098.BY19.HS90","GC","Gastric Cancer","X-098","BYL719 + HSP990"
"X.098.BY19.LJ16","X.098.BY19.LJ16","GC","Gastric Cancer","X-098","BYL719 + LJM716"
"X.098.CL57","X.098.CL57","GC","Gastric Cancer","X-098","CLR457"
"X.098.evus","X.098.evus","GC","Gastric Cancer","X-098","everolimus"
"X.098.fiab","X.098.fiab","GC","Gastric Cancer","X-098","figitumumab"
"X.098.HD01","X.098.HD01","GC","Gastric Cancer","X-098","HDM201"
"X.098.HS90","X.098.HS90","GC","Gastric Cancer","X-098","HSP990"
"X.098.IN80","X.098.IN80","GC","Gastric Cancer","X-098","INC280"
"X.098.IN80.trab","X.098.IN80.trab","GC","Gastric Cancer","X-098","INC280 + trastuzumab"
"X.098.LE11","X.098.LE11","GC","Gastric Cancer","X-098","LEE011"
"X.098.LE11.evus","X.098.LE11.evus","GC","Gastric Cancer","X-098","LEE011 + everolimus"
"X.098.LJ16","X.098.LJ16","GC","Gastric Cancer","X-098","LJM716"
"X.098.LJ16.trab","X.098.LJ16.trab","GC","Gastric Cancer","X-098","LJM716 + trastuzumab"
"X.098.LL71","X.098.LL71","GC","Gastric Cancer","X-098","LLM871"
"X.098.trab","X.098.trab","GC","Gastric Cancer","X-098","trastuzumab"
"X.098.uned","X.098.uned","GC","Gastric Cancer","X-098","untreated"
"X.099.BG98","X.099.BG98","GC","Gastric Cancer","X-099","BGJ398"
"X.099.biib","X.099.biib","GC","Gastric Cancer","X-099","binimetinib"
"X.099.BY19.HS90","X.099.BY19.HS90","GC","Gastric Cancer","X-099","BYL719 + HSP990"
"X.099.BY19.LJ16","X.099.BY19.LJ16","GC","Gastric Cancer","X-099","BYL719 + LJM716"
"X.099.CL57","X.099.CL57","GC","Gastric Cancer","X-099","CLR457"
"X.099.fiab","X.099.fiab","GC","Gastric Cancer","X-099","figitumumab"
"X.099.HD01","X.099.HD01","GC","Gastric Cancer","X-099","HDM201"
"X.099.HS90","X.099.HS90","GC","Gastric Cancer","X-099","HSP990"
"X.099.IN80","X.099.IN80","GC","Gastric Cancer","X-099","INC280"
"X.099.IN80.trab","X.099.IN80.trab","GC","Gastric Cancer","X-099","INC280 + trastuzumab"
"X.099.LE11","X.099.LE11","GC","Gastric Cancer","X-099","LEE011"
"X.099.LE11.evus","X.099.LE11.evus","GC","Gastric Cancer","X-099","LEE011 + everolimus"
"X.099.LJ16","X.099.LJ16","GC","Gastric Cancer","X-099","LJM716"
"X.099.LJ16.trab","X.099.LJ16.trab","GC","Gastric Cancer","X-099","LJM716 + trastuzumab"
"X.099.LL71","X.099.LL71","GC","Gastric Cancer","X-099","LLM871"
"X.099.trab","X.099.trab","GC","Gastric Cancer","X-099","trastuzumab"
"X.101.BY19","X.101.BY19","GC","Gastric Cancer","X-101","BYL719"
"X.101.BY19.HS90","X.101.BY19.HS90","GC","Gastric Cancer","X-101","BYL719 + HSP990"
"X.101.BY19.LJ16","X.101.BY19.LJ16","GC","Gastric Cancer","X-101","BYL719 + LJM716"
"X.101.evus","X.101.evus","GC","Gastric Cancer","X-101","everolimus"
"X.101.HS90","X.101.HS90","GC","Gastric Cancer","X-101","HSP990"
"X.101.LE11","X.101.LE11","GC","Gastric Cancer","X-101","LEE011"
"X.101.LE11.evus","X.101.LE11.evus","GC","Gastric Cancer","X-101","LEE011 + everolimus"
"X.101.LJ16","X.101.LJ16","GC","Gastric Cancer","X-101","LJM716"
"X.101.uned","X.101.uned","GC","Gastric Cancer","X-101","untreated"
"X.102.BG98","X.102.BG98","GC","Gastric Cancer","X-102","BGJ398"
"X.102.BK20","X.102.BK20","GC","Gastric Cancer","X-102","BKM120"
"X.102.BY19","X.102.BY19","GC","Gastric Cancer","X-102","BYL719"
"X.102.BY19.HS90","X.102.BY19.HS90","GC","Gastric Cancer","X-102","BYL719 + HSP990"
"X.102.BY19.LJ16","X.102.BY19.LJ16","GC","Gastric Cancer","X-102","BYL719 + LJM716"
"X.102.CL57","X.102.CL57","GC","Gastric Cancer","X-102","CLR457"
"X.102.HS90","X.102.HS90","GC","Gastric Cancer","X-102","HSP990"
"X.102.IN80","X.102.IN80","GC","Gastric Cancer","X-102","INC280"
"X.102.IN80.trab","X.102.IN80.trab","GC","Gastric Cancer","X-102","INC280 + trastuzumab"
"X.102.LE11","X.102.LE11","GC","Gastric Cancer","X-102","LEE011"
"X.102.LJ16","X.102.LJ16","GC","Gastric Cancer","X-102","LJM716"
"X.102.LJ16.trab","X.102.LJ16.trab","GC","Gastric Cancer","X-102","LJM716 + trastuzumab"
"X.102.LL71","X.102.LL71","GC","Gastric Cancer","X-102","LLM871"
"X.105.BY19","X.105.BY19","GC","Gastric Cancer","X-105","BYL719"
"X.105.BY19.HS90","X.105.BY19.HS90","GC","Gastric Cancer","X-105","BYL719 + HSP990"
"X.105.BY19.LJ16","X.105.BY19.LJ16","GC","Gastric Cancer","X-105","BYL719 + LJM716"
"X.105.evus","X.105.evus","GC","Gastric Cancer","X-105","everolimus"
"X.105.HS90","X.105.HS90","GC","Gastric Cancer","X-105","HSP990"
"X.105.LE11","X.105.LE11","GC","Gastric Cancer","X-105","LEE011"
"X.105.LE11.evus","X.105.LE11.evus","GC","Gastric Cancer","X-105","LEE011 + everolimus"
"X.105.LJ16","X.105.LJ16","GC","Gastric Cancer","X-105","LJM716"
"X.105.uned","X.105.uned","GC","Gastric Cancer","X-105","untreated"
"X.114.biib","X.114.biib","GC","Gastric Cancer","X-114","binimetinib"
"X.114.BK20","X.114.BK20","GC","Gastric Cancer","X-114","BKM120"
"X.114.BY19","X.114.BY19","GC","Gastric Cancer","X-114","BYL719"
"X.114.BY19.HS90","X.114.BY19.HS90","GC","Gastric Cancer","X-114","BYL719 + HSP990"
"X.114.BY19.LJ16","X.114.BY19.LJ16","GC","Gastric Cancer","X-114","BYL719 + LJM716"
"X.114.CL57","X.114.CL57","GC","Gastric Cancer","X-114","CLR457"
"X.114.evus","X.114.evus","GC","Gastric Cancer","X-114","everolimus"
"X.114.HD01","X.114.HD01","GC","Gastric Cancer","X-114","HDM201"
"X.114.HS90","X.114.HS90","GC","Gastric Cancer","X-114","HSP990"
"X.114.IN80","X.114.IN80","GC","Gastric Cancer","X-114","INC280"
"X.114.IN80.trab","X.114.IN80.trab","GC","Gastric Cancer","X-114","INC280 + trastuzumab"
"X.114.LE11","X.114.LE11","GC","Gastric Cancer","X-114","LEE011"
