"model.id","tissue","tissue.name","patient.id","drug"
"X.1479.CK20","X.1479.CK20","CRC","Colorectal Cancer","X-1479","CKX620"
"X.1479.CL57","X.1479.CL57","CRC","Colorectal Cancer","X-1479","CLR457"
"X.1479.enib","X.1479.enib","CRC","Colorectal Cancer","X-1479","encorafenib"
"X.1479.HD01","X.1479.HD01","CRC","Colorectal Cancer","X-1479","HDM201"
"X.1479.LE11","X.1479.LE11","CRC","Colorectal Cancer","X-1479","LEE011"
"X.1479.LJ49","X.1479.LJ49","CRC","Colorectal Cancer","X-1479","LJC049"
"X.1479.LK36","X.1479.LK36","CRC","Colorectal Cancer","X-1479","LKA136"
"X.1479.uned","X.1479.uned","CRC","Colorectal Cancer","X-1479","untreated"
"X.1500.5FFU","X.1500.5FFU","CRC","Colorectal Cancer","X-1500","5FU"
"X.1500.biib","X.1500.biib","CRC","Colorectal Cancer","X-1500","binimetinib"
"X.1500.BK20","X.1500.BK20","CRC","Colorectal Cancer","X-1500","BKM120"
"X.1500.BK20.LJ49","X.1500.BK20.LJ49","CRC","Colorectal Cancer","X-1500","BKM120 + LJC049"
"X.1500.BY19","X.1500.BY19","CRC","Colorectal Cancer","X-1500","BYL719"
"X.1500.BY19.biib","X.1500.BY19.biib","CRC","Colorectal Cancer","X-1500","BYL719 + binimetinib"
"X.1500.BY19.ceab","X.1500.BY19.ceab","CRC","Colorectal Cancer","X-1500","BYL719 + cetuximab"
"X.1500.BY19.ceab.enib","X.1500.BY19.ceab.enib","CRC","Colorectal Cancer","X-1500","BYL719 + cetuximab + encorafenib"
"X.1500.BY19.enib","X.1500.BY19.enib","CRC","Colorectal Cancer","X-1500","BYL719 + encorafenib"
"X.1500.BY19.LJ16","X.1500.BY19.LJ16","CRC","Colorectal Cancer","X-1500","BYL719 + LJM716"
"X.1500.ceab","X.1500.ceab","CRC","Colorectal Cancer","X-1500","cetuximab"
"X.1500.ceab.enib","X.1500.ceab.enib","CRC","Colorectal Cancer","X-1500","cetuximab + encorafenib"
"X.1500.CG97","X.1500.CG97","CRC","Colorectal Cancer","X-1500","CGM097"
"X.1500.CK20","X.1500.CK20","CRC","Colorectal Cancer","X-1500","CKX620"
"X.1500.CL57","X.1500.CL57","CRC","Colorectal Cancer","X-1500","CLR457"
"X.1500.enib","X.1500.enib","CRC","Colorectal Cancer","X-1500","encorafenib"
"X.1500.HD01","X.1500.HD01","CRC","Colorectal Cancer","X-1500","HDM201"
"X.1500.LE11","X.1500.LE11","CRC","Colorectal Cancer","X-1500","LEE011"
"X.1500.LF27.biib","X.1500.LF27.biib","CRC","Colorectal Cancer","X-1500","LFW527 + binimetinib"
"X.1500.LJ49","X.1500.LJ49","CRC","Colorectal Cancer","X-1500","LJC049"
"X.1500.LK36","X.1500.LK36","CRC","Colorectal Cancer","X-1500","LKA136"
"X.1500.uned","X.1500.uned","CRC","Colorectal Cancer","X-1500","untreated"
"X.1536.5FFU","X.1536.5FFU","CRC","Colorectal Cancer","X-1536","5FU"
"X.1536.biib","X.1536.biib","CRC","Colorectal Cancer","X-1536","binimetinib"
"X.1536.BK20","X.1536.BK20","CRC","Colorectal Cancer","X-1536","BKM120"
"X.1536.BK20.LJ49","X.1536.BK20.LJ49","CRC","Colorectal Cancer","X-1536","BKM120 + LJC049"
"X.1536.BY19","X.1536.BY19","CRC","Colorectal Cancer","X-1536","BYL719"
"X.1536.BY19.biib","X.1536.BY19.biib","CRC","Colorectal Cancer","X-1536","BYL719 + binimetinib"
"X.1536.BY19.ceab","X.1536.BY19.ceab","CRC","Colorectal Cancer","X-1536","BYL719 + cetuximab"
"X.1536.BY19.ceab.enib","X.1536.BY19.ceab.enib","CRC","Colorectal Cancer","X-1536","BYL719 + cetuximab + encorafenib"
"X.1536.BY19.enib","X.1536.BY19.enib","CRC","Colorectal Cancer","X-1536","BYL719 + encorafenib"
"X.1536.BY19.LJ16","X.1536.BY19.LJ16","CRC","Colorectal Cancer","X-1536","BYL719 + LJM716"
"X.1536.ceab","X.1536.ceab","CRC","Colorectal Cancer","X-1536","cetuximab"
"X.1536.ceab.enib","X.1536.ceab.enib","CRC","Colorectal Cancer","X-1536","cetuximab + encorafenib"
"X.1536.CK20","X.1536.CK20","CRC","Colorectal Cancer","X-1536","CKX620"
"X.1536.CL57","X.1536.CL57","CRC","Colorectal Cancer","X-1536","CLR457"
"X.1536.enib","X.1536.enib","CRC","Colorectal Cancer","X-1536","encorafenib"
"X.1536.HD01","X.1536.HD01","CRC","Colorectal Cancer","X-1536","HDM201"
"X.1536.LE11","X.1536.LE11","CRC","Colorectal Cancer","X-1536","LEE011"
"X.1536.LJ49","X.1536.LJ49","CRC","Colorectal Cancer","X-1536","LJC049"
"X.1536.LK36","X.1536.LK36","CRC","Colorectal Cancer","X-1536","LKA136"
"X.1536.uned","X.1536.uned","CRC","Colorectal Cancer","X-1536","untreated"
"X.1538.BY19","X.1538.BY19","CRC","Colorectal Cancer","X-1538","BYL719"
"X.1538.BY19.biib","X.1538.BY19.biib","CRC","Colorectal Cancer","X-1538","BYL719 + binimetinib"
"X.1538.ceab","X.1538.ceab","CRC","Colorectal Cancer","X-1538","cetuximab"
"X.1538.CL57","X.1538.CL57","CRC","Colorectal Cancer","X-1538","CLR457"
"X.1538.enib","X.1538.enib","CRC","Colorectal Cancer","X-1538","encorafenib"
"X.1538.LE11","X.1538.LE11","CRC","Colorectal Cancer","X-1538","LEE011"
"X.1538.uned","X.1538.uned","CRC","Colorectal Cancer","X-1538","untreated"
"X.1855.5FFU","X.1855.5FFU","CRC","Colorectal Cancer","X-1855","5FU"
"X.1855.biib","X.1855.biib","CRC","Colorectal Cancer","X-1855","binimetinib"
"X.1855.BK20","X.1855.BK20","CRC","Colorectal Cancer","X-1855","BKM120"
"X.1855.BK20.LJ49","X.1855.BK20.LJ49","CRC","Colorectal Cancer","X-1855","BKM120 + LJC049"
"X.1855.BY19","X.1855.BY19","CRC","Colorectal Cancer","X-1855","BYL719"
"X.1855.BY19.biib","X.1855.BY19.biib","CRC","Colorectal Cancer","X-1855","BYL719 + binimetinib"
"X.1855.BY19.ceab","X.1855.BY19.ceab","CRC","Colorectal Cancer","X-1855","BYL719 + cetuximab"
"X.1855.BY19.ceab.enib","X.1855.BY19.ceab.enib","CRC","Colorectal Cancer","X-1855","BYL719 + cetuximab + encorafenib"
"X.1855.BY19.enib","X.1855.BY19.enib","CRC","Colorectal Cancer","X-1855","BYL719 + encorafenib"
"X.1855.BY19.LJ16","X.1855.BY19.LJ16","CRC","Colorectal Cancer","X-1855","BYL719 + LJM716"
"X.1855.ceab","X.1855.ceab","CRC","Colorectal Cancer","X-1855","cetuximab"
"X.1855.ceab.enib","X.1855.ceab.enib","CRC","Colorectal Cancer","X-1855","cetuximab + encorafenib"
"X.1855.CG97","X.1855.CG97","CRC","Colorectal Cancer","X-1855","CGM097"
"X.1855.CK20","X.1855.CK20","CRC","Colorectal Cancer","X-1855","CKX620"
"X.1855.enib","X.1855.enib","CRC","Colorectal Cancer","X-1855","encorafenib"
"X.1855.HD01","X.1855.HD01","CRC","Colorectal Cancer","X-1855","HDM201"
"X.1855.LE11","X.1855.LE11","CRC","Colorectal Cancer","X-1855","LEE011"
"X.1855.LF27.biib","X.1855.LF27.biib","CRC","Colorectal Cancer","X-1855","LFW527 + binimetinib"
"X.1855.LJ49","X.1855.LJ49","CRC","Colorectal Cancer","X-1855","LJC049"
"X.1855.LK36","X.1855.LK36","CRC","Colorectal Cancer","X-1855","LKA136"
"X.1855.uned","X.1855.uned","CRC","Colorectal Cancer","X-1855","untreated"
"X.2145.5FFU","X.2145.5FFU","CRC","Colorectal Cancer","X-2145","5FU"
"X.2145.biib","X.2145.biib","CRC","Colorectal Cancer","X-2145","binimetinib"
"X.2145.BK20","X.2145.BK20","CRC","Colorectal Cancer","X-2145","BKM120"
"X.2145.BK20.LJ49","X.2145.BK20.LJ49","CRC","Colorectal Cancer","X-2145","BKM120 + LJC049"
"X.2145.BY19","X.2145.BY19","CRC","Colorectal Cancer","X-2145","BYL719"
"X.2145.BY19.biib","X.2145.BY19.biib","CRC","Colorectal Cancer","X-2145","BYL719 + binimetinib"
"X.2145.BY19.ceab","X.2145.BY19.ceab","CRC","Colorectal Cancer","X-2145","BYL719 + cetuximab"
"X.2145.BY19.ceab.enib","X.2145.BY19.ceab.enib","CRC","Colorectal Cancer","X-2145","BYL719 + cetuximab + encorafenib"
"X.2145.BY19.enib","X.2145.BY19.enib","CRC","Colorectal Cancer","X-2145","BYL719 + encorafenib"
"X.2145.BY19.LJ16","X.2145.BY19.LJ16","CRC","Colorectal Cancer","X-2145","BYL719 + LJM716"
"X.2145.ceab","X.2145.ceab","CRC","Colorectal Cancer","X-2145","cetuximab"
"X.2145.ceab.enib","X.2145.ceab.enib","CRC","Colorectal Cancer","X-2145","cetuximab + encorafenib"
"X.2145.CG97","X.2145.CG97","CRC","Colorectal Cancer","X-2145","CGM097"
"X.2145.CK20","X.2145.CK20","CRC","Colorectal Cancer","X-2145","CKX620"
"X.2145.CL57","X.2145.CL57","CRC","Colorectal Cancer","X-2145","CLR457"
"X.2145.enib","X.2145.enib","CRC","Colorectal Cancer","X-2145","encorafenib"
"X.2145.HD01","X.2145.HD01","CRC","Colorectal Cancer","X-2145","HDM201"
"X.2145.LE11","X.2145.LE11","CRC","Colorectal Cancer","X-2145","LEE011"
"X.2145.LF27.biib","X.2145.LF27.biib","CRC","Colorectal Cancer","X-2145","LFW527 + binimetinib"
"X.2145.LJ49","X.2145.LJ49","CRC","Colorectal Cancer","X-2145","LJC049"
"X.2145.LK36","X.2145.LK36","CRC","Colorectal Cancer","X-2145","LKA136"
"X.2145.uned","X.2145.uned","CRC","Colorectal Cancer","X-2145","untreated"
"X.2182.5FFU","X.2182.5FFU","CRC","Colorectal Cancer","X-2182","5FU"
"X.2182.biib","X.2182.biib","CRC","Colorectal Cancer","X-2182","binimetinib"
"X.2182.BK20","X.2182.BK20","CRC","Colorectal Cancer","X-2182","BKM120"
"X.2182.BK20.LJ49","X.2182.BK20.LJ49","CRC","Colorectal Cancer","X-2182","BKM120 + LJC049"
"X.2182.BY19","X.2182.BY19","CRC","Colorectal Cancer","X-2182","BYL719"
"X.2182.BY19.biib","X.2182.BY19.biib","CRC","Colorectal Cancer","X-2182","BYL719 + binimetinib"
"X.2182.BY19.ceab","X.2182.BY19.ceab","CRC","Colorectal Cancer","X-2182","BYL719 + cetuximab"
"X.2182.BY19.ceab.enib","X.2182.BY19.ceab.enib","CRC","Colorectal Cancer","X-2182","BYL719 + cetuximab + encorafenib"
"X.2182.BY19.enib","X.2182.BY19.enib","CRC","Colorectal Cancer","X-2182","BYL719 + encorafenib"
"X.2182.BY19.LJ16","X.2182.BY19.LJ16","CRC","Colorectal Cancer","X-2182","BYL719 + LJM716"
"X.2182.ceab","X.2182.ceab","CRC","Colorectal Cancer","X-2182","cetuximab"
"X.2182.ceab.enib","X.2182.ceab.enib","CRC","Colorectal Cancer","X-2182","cetuximab + encorafenib"
"X.2182.CG97","X.2182.CG97","CRC","Colorectal Cancer","X-2182","CGM097"
"X.2182.CK20","X.2182.CK20","CRC","Colorectal Cancer","X-2182","CKX620"
"X.2182.CL57","X.2182.CL57","CRC","Colorectal Cancer","X-2182","CLR457"
"X.2182.enib","X.2182.enib","CRC","Colorectal Cancer","X-2182","encorafenib"
"X.2182.HD01","X.2182.HD01","CRC","Colorectal Cancer","X-2182","HDM201"
"X.2182.LE11","X.2182.LE11","CRC","Colorectal Cancer","X-2182","LEE011"
"X.2182.LF27.biib","X.2182.LF27.biib","CRC","Colorectal Cancer","X-2182","LFW527 + binimetinib"
"X.2182.LJ49","X.2182.LJ49","CRC","Colorectal Cancer","X-2182","LJC049"
"X.2182.LK36","X.2182.LK36","CRC","Colorectal Cancer","X-2182","LKA136"
"X.2182.uned","X.2182.uned","CRC","Colorectal Cancer","X-2182","untreated"
"X.2239.5FFU","X.2239.5FFU","CRC","Colorectal Cancer","X-2239","5FU"
"X.2239.biib","X.2239.biib","CRC","Colorectal Cancer","X-2239","binimetinib"
"X.2239.BK20.LJ49","X.2239.BK20.LJ49","CRC","Colorectal Cancer","X-2239","BKM120 + LJC049"
"X.2239.BY19","X.2239.BY19","CRC","Colorectal Cancer","X-2239","BYL719"
"X.2239.BY19.biib","X.2239.BY19.biib","CRC","Colorectal Cancer","X-2239","BYL719 + binimetinib"
"X.2239.BY19.ceab","X.2239.BY19.ceab","CRC","Colorectal Cancer","X-2239","BYL719 + cetuximab"
"X.2239.BY19.ceab.enib","X.2239.BY19.ceab.enib","CRC","Colorectal Cancer","X-2239","BYL719 + cetuximab + encorafenib"
"X.2239.BY19.enib","X.2239.BY19.enib","CRC","Colorectal Cancer","X-2239","BYL719 + encorafenib"
"X.2239.ceab","X.2239.ceab","CRC","Colorectal Cancer","X-2239","cetuximab"
"X.2239.ceab.enib","X.2239.ceab.enib","CRC","Colorectal Cancer","X-2239","cetuximab + encorafenib"
"X.2239.CL57","X.2239.CL57","CRC","Colorectal Cancer","X-2239","CLR457"
"X.2239.enib","X.2239.enib","CRC","Colorectal Cancer","X-2239","encorafenib"
"X.2239.LE11","X.2239.LE11","CRC","Colorectal Cancer","X-2239","LEE011"
"X.2239.LF27.biib","X.2239.LF27.biib","CRC","Colorectal Cancer","X-2239","LFW527 + binimetinib"
"X.2239.LJ49","X.2239.LJ49","CRC","Colorectal Cancer","X-2239","LJC049"
"X.2239.uned","X.2239.uned","CRC","Colorectal Cancer","X-2239","untreated"
"X.2374.5FFU","X.2374.5FFU","CRC","Colorectal Cancer","X-2374","5FU"
"X.2374.biib","X.2374.biib","CRC","Colorectal Cancer","X-2374","binimetinib"
"X.2374.BK20","X.2374.BK20","CRC","Colorectal Cancer","X-2374","BKM120"
"X.2374.BK20.LJ49","X.2374.BK20.LJ49","CRC","Colorectal Cancer","X-2374","BKM120 + LJC049"
"X.2374.BY19","X.2374.BY19","CRC","Colorectal Cancer","X-2374","BYL719"
"X.2374.BY19.biib","X.2374.BY19.biib","CRC","Colorectal Cancer","X-2374","BYL719 + binimetinib"
"X.2374.BY19.ceab","X.2374.BY19.ceab","CRC","Colorectal Cancer","X-2374","BYL719 + cetuximab"
"X.2374.BY19.ceab.enib","X.2374.BY19.ceab.enib","CRC","Colorectal Cancer","X-2374","BYL719 + cetuximab + encorafenib"
"X.2374.BY19.enib","X.2374.BY19.enib","CRC","Colorectal Cancer","X-2374","BYL719 + encorafenib"
"X.2374.BY19.LJ16","X.2374.BY19.LJ16","CRC","Colorectal Cancer","X-2374","BYL719 + LJM716"
"X.2374.ceab","X.2374.ceab","CRC","Colorectal Cancer","X-2374","cetuximab"
"X.2374.ceab.enib","X.2374.ceab.enib","CRC","Colorectal Cancer","X-2374","cetuximab + encorafenib"
"X.2374.CK20","X.2374.CK20","CRC","Colorectal Cancer","X-2374","CKX620"
"X.2374.CL57","X.2374.CL57","CRC","Colorectal Cancer","X-2374","CLR457"
"X.2374.enib","X.2374.enib","CRC","Colorectal Cancer","X-2374","encorafenib"
"X.2374.HD01","X.2374.HD01","CRC","Colorectal Cancer","X-2374","HDM201"
"X.2374.LE11","X.2374.LE11","CRC","Colorectal Cancer","X-2374","LEE011"
"X.2374.LF27.biib","X.2374.LF27.biib","CRC","Colorectal Cancer","X-2374","LFW527 + binimetinib"
"X.2374.LJ49","X.2374.LJ49","CRC","Colorectal Cancer","X-2374","LJC049"
"X.2374.LK36","X.2374.LK36","CRC","Colorectal Cancer","X-2374","LKA136"
"X.2374.uned","X.2374.uned","CRC","Colorectal Cancer","X-2374","untreated"
"X.2403.5FFU","X.2403.5FFU","CRC","Colorectal Cancer","X-2403","5FU"
"X.2403.biib","X.2403.biib","CRC","Colorectal Cancer","X-2403","binimetinib"
"X.2403.BK20","X.2403.BK20","CRC","Colorectal Cancer","X-2403","BKM120"
"X.2403.BK20.LJ49","X.2403.BK20.LJ49","CRC","Colorectal Cancer","X-2403","BKM120 + LJC049"
"X.2403.BY19","X.2403.BY19","CRC","Colorectal Cancer","X-2403","BYL719"
"X.2403.BY19.biib","X.2403.BY19.biib","CRC","Colorectal Cancer","X-2403","BYL719 + binimetinib"
"X.2403.BY19.ceab","X.2403.BY19.ceab","CRC","Colorectal Cancer","X-2403","BYL719 + cetuximab"
"X.2403.BY19.ceab.enib","X.2403.BY19.ceab.enib","CRC","Colorectal Cancer","X-2403","BYL719 + cetuximab + encorafenib"
"X.2403.BY19.enib","X.2403.BY19.enib","CRC","Colorectal Cancer","X-2403","BYL719 + encorafenib"
"X.2403.BY19.LJ16","X.2403.BY19.LJ16","CRC","Colorectal Cancer","X-2403","BYL719 + LJM716"
"X.2403.ceab","X.2403.ceab","CRC","Colorectal Cancer","X-2403","cetuximab"
"X.2403.ceab.enib","X.2403.ceab.enib","CRC","Colorectal Cancer","X-2403","cetuximab + encorafenib"
"X.2403.CG97","X.2403.CG97","CRC","Colorectal Cancer","X-2403","CGM097"
"X.2403.CK20","X.2403.CK20","CRC","Colorectal Cancer","X-2403","CKX620"
"X.2403.CL57","X.2403.CL57","CRC","Colorectal Cancer","X-2403","CLR457"
"X.2403.enib","X.2403.enib","CRC","Colorectal Cancer","X-2403","encorafenib"
"X.2403.HD01","X.2403.HD01","CRC","Colorectal Cancer","X-2403","HDM201"
"X.2403.LE11","X.2403.LE11","CRC","Colorectal Cancer","X-2403","LEE011"
"X.2403.LJ49","X.2403.LJ49","CRC","Colorectal Cancer","X-2403","LJC049"
"X.2403.LK36","X.2403.LK36","CRC","Colorectal Cancer","X-2403","LKA136"
"X.2403.uned","X.2403.uned","CRC","Colorectal Cancer","X-2403","untreated"
"X.2483.5FFU","X.2483.5FFU","CRC","Colorectal Cancer","X-2483","5FU"
"X.2483.biib","X.2483.biib","CRC","Colorectal Cancer","X-2483","binimetinib"
"X.2483.BK20","X.2483.BK20","CRC","Colorectal Cancer","X-2483","BKM120"
"X.2483.BK20.LJ49","X.2483.BK20.LJ49","CRC","Colorectal Cancer","X-2483","BKM120 + LJC049"
"X.2483.BY19","X.2483.BY19","CRC","Colorectal Cancer","X-2483","BYL719"
"X.2483.BY19.biib","X.2483.BY19.biib","CRC","Colorectal Cancer","X-2483","BYL719 + binimetinib"
"X.2483.BY19.ceab","X.2483.BY19.ceab","CRC","Colorectal Cancer","X-2483","BYL719 + cetuximab"
"X.2483.BY19.ceab.enib","X.2483.BY19.ceab.enib","CRC","Colorectal Cancer","X-2483","BYL719 + cetuximab + encorafenib"
"X.2483.BY19.enib","X.2483.BY19.enib","CRC","Colorectal Cancer","X-2483","BYL719 + encorafenib"
"X.2483.BY19.LJ16","X.2483.BY19.LJ16","CRC","Colorectal Cancer","X-2483","BYL719 + LJM716"
"X.2483.ceab","X.2483.ceab","CRC","Colorectal Cancer","X-2483","cetuximab"
"X.2483.ceab.enib","X.2483.ceab.enib","CRC","Colorectal Cancer","X-2483","cetuximab + encorafenib"
"X.2483.CG97","X.2483.CG97","CRC","Colorectal Cancer","X-2483","CGM097"
"X.2483.CK20","X.2483.CK20","CRC","Colorectal Cancer","X-2483","CKX620"
"X.2483.CL57","X.2483.CL57","CRC","Colorectal Cancer","X-2483","CLR457"
"X.2483.enib","X.2483.enib","CRC","Colorectal Cancer","X-2483","encorafenib"
"X.2483.HD01","X.2483.HD01","CRC","Colorectal Cancer","X-2483","HDM201"
"X.2483.LE11","X.2483.LE11","CRC","Colorectal Cancer","X-2483","LEE011"
"X.2483.LF27.biib","X.2483.LF27.biib","CRC","Colorectal Cancer","X-2483","LFW527 + binimetinib"
"X.2483.LJ49","X.2483.LJ49","CRC","Colorectal Cancer","X-2483","LJC049"
"X.2483.LK36","X.2483.LK36","CRC","Colorectal Cancer","X-2483","LKA136"
"X.2483.uned","X.2483.uned","CRC","Colorectal Cancer","X-2483","untreated"
"X.2484.5FFU","X.2484.5FFU","CRC","Colorectal Cancer","X-2484","5FU"
"X.2484.biib","X.2484.biib","CRC","Colorectal Cancer","X-2484","binimetinib"
"X.2484.BK20","X.2484.BK20","CRC","Colorectal Cancer","X-2484","BKM120"
"X.2484.BK20.LJ49","X.2484.BK20.LJ49","CRC","Colorectal Cancer","X-2484","BKM120 + LJC049"
"X.2484.BY19","X.2484.BY19","CRC","Colorectal Cancer","X-2484","BYL719"
"X.2484.BY19.biib","X.2484.BY19.biib","CRC","Colorectal Cancer","X-2484","BYL719 + binimetinib"
"X.2484.BY19.ceab","X.2484.BY19.ceab","CRC","Colorectal Cancer","X-2484","BYL719 + cetuximab"
"X.2484.BY19.ceab.enib","X.2484.BY19.ceab.enib","CRC","Colorectal Cancer","X-2484","BYL719 + cetuximab + encorafenib"
"X.2484.BY19.enib","X.2484.BY19.enib","CRC","Colorectal Cancer","X-2484","BYL719 + encorafenib"
"X.2484.BY19.LJ16","X.2484.BY19.LJ16","CRC","Colorectal Cancer","X-2484","BYL719 + LJM716"
"X.2484.ceab","X.2484.ceab","CRC","Colorectal Cancer","X-2484","cetuximab"
"X.2484.ceab.enib","X.2484.ceab.enib","CRC","Colorectal Cancer","X-2484","cetuximab + encorafenib"
"X.2484.CG97","X.2484.CG97","CRC","Colorectal Cancer","X-2484","CGM097"
"X.2484.CK20","X.2484.CK20","CRC","Colorectal Cancer","X-2484","CKX620"
"X.2484.CL57","X.2484.CL57","CRC","Colorectal Cancer","X-2484","CLR457"
"X.2484.enib","X.2484.enib","CRC","Colorectal Cancer","X-2484","encorafenib"
"X.2484.HD01","X.2484.HD01","CRC","Colorectal Cancer","X-2484","HDM201"
"X.2484.LE11","X.2484.LE11","CRC","Colorectal Cancer","X-2484","LEE011"
"X.2484.LJ49","X.2484.LJ49","CRC","Colorectal Cancer","X-2484","LJC049"
"X.2484.LK36","X.2484.LK36","CRC","Colorectal Cancer","X-2484","LKA136"
"X.2484.uned","X.2484.uned","CRC","Colorectal Cancer","X-2484","untreated"
"X.2514.LF27.biib","X.2514.LF27.biib","CRC","Colorectal Cancer","X-2514","LFW527 + binimetinib"
"X.2538.5FFU","X.2538.5FFU","CRC","Colorectal Cancer","X-2538","5FU"
"X.2538.biib","X.2538.biib","CRC","Colorectal Cancer","X-2538","binimetinib"
"X.2538.BK20","X.2538.BK20","CRC","Colorectal Cancer","X-2538","BKM120"
"X.2538.BK20.LJ49","X.2538.BK20.LJ49","CRC","Colorectal Cancer","X-2538","BKM120 + LJC049"
"X.2538.BY19","X.2538.BY19","CRC","Colorectal Cancer","X-2538","BYL719"
"X.2538.BY19.biib","X.2538.BY19.biib","CRC","Colorectal Cancer","X-2538","BYL719 + binimetinib"
"X.2538.BY19.ceab","X.2538.BY19.ceab","CRC","Colorectal Cancer","X-2538","BYL719 + cetuximab"
"X.2538.BY19.ceab.enib","X.2538.BY19.ceab.enib","CRC","Colorectal Cancer","X-2538","BYL719 + cetuximab + encorafenib"
"X.2538.BY19.enib","X.2538.BY19.enib","CRC","Colorectal Cancer","X-2538","BYL719 + encorafenib"
"X.2538.BY19.LJ16","X.2538.BY19.LJ16","CRC","Colorectal Cancer","X-2538","BYL719 + LJM716"
"X.2538.ceab","X.2538.ceab","CRC","Colorectal Cancer","X-2538","cetuximab"
"X.2538.ceab.enib","X.2538.ceab.enib","CRC","Colorectal Cancer","X-2538","cetuximab + encorafenib"
"X.2538.CG97","X.2538.CG97","CRC","Colorectal Cancer","X-2538","CGM097"
"X.2538.CK20","X.2538.CK20","CRC","Colorectal Cancer","X-2538","CKX620"
"X.2538.CL57","X.2538.CL57","CRC","Colorectal Cancer","X-2538","CLR457"
"X.2538.enib","X.2538.enib","CRC","Colorectal Cancer","X-2538","encorafenib"
"X.2538.HD01","X.2538.HD01","CRC","Colorectal Cancer","X-2538","HDM201"
"X.2538.LE11","X.2538.LE11","CRC","Colorectal Cancer","X-2538","LEE011"
"X.2538.LJ49","X.2538.LJ49","CRC","Colorectal Cancer","X-2538","LJC049"
"X.2538.LK36","X.2538.LK36","CRC","Colorectal Cancer","X-2538","LKA136"
"X.2538.uned","X.2538.uned","CRC","Colorectal Cancer","X-2538","untreated"
"X.2573.5FFU","X.2573.5FFU","CRC","Colorectal Cancer","X-2573","5FU"
"X.2573.biib","X.2573.biib","CRC","Colorectal Cancer","X-2573","binimetinib"
"X.2573.BK20","X.2573.BK20","CRC","Colorectal Cancer","X-2573","BKM120"
"X.2573.BK20.LJ49","X.2573.BK20.LJ49","CRC","Colorectal Cancer","X-2573","BKM120 + LJC049"
"X.2573.BY19","X.2573.BY19","CRC","Colorectal Cancer","X-2573","BYL719"
"X.2573.BY19.biib","X.2573.BY19.biib","CRC","Colorectal Cancer","X-2573","BYL719 + binimetinib"
"X.2573.BY19.ceab","X.2573.BY19.ceab","CRC","Colorectal Cancer","X-2573","BYL719 + cetuximab"
"X.2573.BY19.ceab.enib","X.2573.BY19.ceab.enib","CRC","Colorectal Cancer","X-2573","BYL719 + cetuximab + encorafenib"
"X.2573.BY19.enib","X.2573.BY19.enib","CRC","Colorectal Cancer","X-2573","BYL719 + encorafenib"
"X.2573.BY19.LJ16","X.2573.BY19.LJ16","CRC","Colorectal Cancer","X-2573","BYL719 + LJM716"
"X.2573.ceab","X.2573.ceab","CRC","Colorectal Cancer","X-2573","cetuximab"
"X.2573.ceab.enib","X.2573.ceab.enib","CRC","Colorectal Cancer","X-2573","cetuximab + encorafenib"
"X.2573.CG97","X.2573.CG97","CRC","Colorectal Cancer","X-2573","CGM097"
"X.2573.CK20","X.2573.CK20","CRC","Colorectal Cancer","X-2573","CKX620"
"X.2573.CL57","X.2573.CL57","CRC","Colorectal Cancer","X-2573","CLR457"
"X.2573.enib","X.2573.enib","CRC","Colorectal Cancer","X-2573","encorafenib"
"X.2573.HD01","X.2573.HD01","CRC","Colorectal Cancer","X-2573","HDM201"
"X.2573.LE11","X.2573.LE11","CRC","Colorectal Cancer","X-2573","LEE011"
"X.2573.LF27.biib","X.2573.LF27.biib","CRC","Colorectal Cancer","X-2573","LFW527 + binimetinib"
"X.2573.LJ49","X.2573.LJ49","CRC","Colorectal Cancer","X-2573","LJC049"
"X.2573.LK36","X.2573.LK36","CRC","Colorectal Cancer","X-2573","LKA136"
"X.2573.uned","X.2573.uned","CRC","Colorectal Cancer","X-2573","untreated"
"X.2659.5FFU","X.2659.5FFU","CRC","Colorectal Cancer","X-2659","5FU"
"X.2659.biib","X.2659.biib","CRC","Colorectal Cancer","X-2659","binimetinib"
"X.2659.BK20","X.2659.BK20","CRC","Colorectal Cancer","X-2659","BKM120"
"X.2659.BK20.LJ49","X.2659.BK20.LJ49","CRC","Colorectal Cancer","X-2659","BKM120 + LJC049"
"X.2659.BY19","X.2659.BY19","CRC","Colorectal Cancer","X-2659","BYL719"
"X.2659.BY19.biib","X.2659.BY19.biib","CRC","Colorectal Cancer","X-2659","BYL719 + binimetinib"
"X.2659.BY19.ceab","X.2659.BY19.ceab","CRC","Colorectal Cancer","X-2659","BYL719 + cetuximab"
"X.2659.BY19.ceab.enib","X.2659.BY19.ceab.enib","CRC","Colorectal Cancer","X-2659","BYL719 + cetuximab + encorafenib"
"X.2659.BY19.enib","X.2659.BY19.enib","CRC","Colorectal Cancer","X-2659","BYL719 + encorafenib"
"X.2659.BY19.LJ16","X.2659.BY19.LJ16","CRC","Colorectal Cancer","X-2659","BYL719 + LJM716"
"X.2659.ceab","X.2659.ceab","CRC","Colorectal Cancer","X-2659","cetuximab"
"X.2659.ceab.enib","X.2659.ceab.enib","CRC","Colorectal Cancer","X-2659","cetuximab + encorafenib"
"X.2659.CG97","X.2659.CG97","CRC","Colorectal Cancer","X-2659","CGM097"
"X.2659.CK20","X.2659.CK20","CRC","Colorectal Cancer","X-2659","CKX620"
"X.2659.CL57","X.2659.CL57","CRC","Colorectal Cancer","X-2659","CLR457"
